var_name,var_type,value,fractional_flag
Y_Patch2_Spinach,C,1.0,False
Y_Patch2_Tomatoes,C,0.0,False
Y_Patch3_Beef,C,0.0,False
Y_Patch3_Chicken,C,0.0,False
Y_Patch3_Egg,C,0.0,False
Y_Patch3_Lamb,C,0.0,False
Y_Patch3_Pork,C,0.0,False
Y_Patch3_Apple,C,0.0,False
Y_Patch3_Avocado,C,0.0,False
Y_Patch3_Banana,C,0.0,False
Y_Patch3_Durian,C,0.0,False
Y_Patch3_Guava,C,0.0,False
Y_Patch3_Mango,C,0.0,False
Y_Patch3_Orange,C,0.0,False
Y_Patch3_Papaya,C,0.0,False
Y_Patch3_Watermelon,C,0.0,False
Y_Patch3_Chickpeas,C,0.0,False
Y_Patch3_Peanuts,C,0.0,False
Y_Patch3_Tempeh,C,0.0,False
Y_Patch3_Tofu,C,0.0,False
Y_Patch3_Corn,C,0.0,False
Y_Patch3_Potato,C,0.0,False
Y_Patch3_Cabbage,C,0.0,False
Y_Patch3_Cucumber,C,0.0,False
Y_Patch3_Eggplant,C,0.0,False
Y_Patch3_Long_bean,C,0.0,False
Y_Patch3_Pumpkin,C,0.0,False
Y_Patch3_Spinach,C,1.0,False
Y_Patch3_Tomatoes,C,0.0,False
Y_Patch4_Beef,C,0.0,False
Y_Patch4_Chicken,C,0.0,False
Y_Patch4_Egg,C,0.0,False
Y_Patch4_Lamb,C,0.0,False
Y_Patch4_Pork,C,0.0,False
Y_Patch4_Apple,C,0.0,False
Y_Patch4_Avocado,C,0.0,False
Y_Patch4_Banana,C,0.0,False
Y_Patch4_Durian,C,0.0,False
Y_Patch4_Guava,C,0.0,False
Y_Patch4_Mango,C,0.0,False
Y_Patch4_Orange,C,0.0,False
Y_Patch4_Papaya,C,0.0,False
Y_Patch4_Watermelon,C,0.0,False
Y_Patch4_Chickpeas,C,0.0,False
Y_Patch4_Peanuts,C,0.0,False
Y_Patch4_Tempeh,C,0.0,False
Y_Patch4_Tofu,C,0.0,False
Y_Patch4_Corn,C,0.0,False
Y_Patch4_Potato,C,0.0,False
Y_Patch4_Cabbage,C,0.0,False
Y_Patch4_Cucumber,C,0.0,False
Y_Patch4_Eggplant,C,0.0,False
Y_Patch4_Long_bean,C,0.0,False
Y_Patch4_Pumpkin,C,0.0,False
Y_Patch4_Spinach,C,1.0,False
Y_Patch4_Tomatoes,C,0.0,False
Y_Patch5_Beef,C,0.0,False
Y_Patch5_Chicken,C,0.0,False
Y_Patch5_Egg,C,0.0,False
Y_Patch5_Lamb,C,0.0,False
Y_Patch5_Pork,C,0.0,False
Y_Patch5_Apple,C,0.0,False
Y_Patch5_Avocado,C,0.0,False
Y_Patch5_Banana,C,0.0,False
Y_Patch5_Durian,C,0.0,False
Y_Patch5_Guava,C,0.0,False
Y_Patch5_Mango,C,0.0,False
Y_Patch5_Orange,C,0.0,False
Y_Patch5_Papaya,C,0.0,False
Y_Patch5_Watermelon,C,0.0,False
Y_Patch5_Chickpeas,C,0.0,False
Y_Patch5_Peanuts,C,0.0,False
Y_Patch5_Tempeh,C,0.0,False
Y_Patch5_Tofu,C,0.0,False
Y_Patch5_Corn,C,0.0,False
Y_Patch5_Potato,C,0.0,False
Y_Patch5_Cabbage,C,0.0,False
Y_Patch5_Cucumber,C,0.0,False
Y_Patch5_Eggplant,C,0.0,False
Y_Patch5_Long_bean,C,0.0,False
Y_Patch5_Pumpkin,C,0.0,False
Y_Patch5_Spinach,C,1.0,False
Y_Patch5_Tomatoes,C,0.0,False
Y_Patch6_Beef,C,0.0,False
Y_Patch6_Chicken,C,0.0,False
Y_Patch6_Egg,C,0.0,False
Y_Patch6_Lamb,C,0.0,False
Y_Patch6_Pork,C,0.0,False
Y_Patch6_Apple,C,0.0,False
Y_Patch6_Avocado,C,0.0,False
Y_Patch6_Banana,C,0.0,False
Y_Patch6_Durian,C,0.0,False
Y_Patch6_Guava,C,0.0,False
Y_Patch6_Mango,C,0.0,False
Y_Patch6_Orange,C,0.0,False
Y_Patch6_Papaya,C,0.0,False
Y_Patch6_Watermelon,C,0.0,False
Y_Patch6_Chickpeas,C,0.0,False
Y_Patch6_Peanuts,C,0.0,False
Y_Patch6_Tempeh,C,0.0,False
Y_Patch6_Tofu,C,0.0,False
Y_Patch6_Corn,C,0.0,False
Y_Patch6_Potato,C,0.0,False
Y_Patch6_Cabbage,C,0.0,False
Y_Patch6_Cucumber,C,0.0,False
Y_Patch6_Eggplant,C,0.0,False
Y_Patch6_Long_bean,C,0.0,False
Y_Patch6_Pumpkin,C,0.0,False
Y_Patch6_Spinach,C,1.0,False
Y_Patch6_Tomatoes,C,0.0,False
Y_Patch7_Beef,C,0.0,False
Y_Patch7_Chicken,C,0.0,False
Y_Patch7_Egg,C,0.0,False
Y_Patch7_Lamb,C,0.0,False
Y_Patch7_Pork,C,0.0,False
Y_Patch7_Apple,C,0.0,False
Y_Patch7_Avocado,C,0.0,False
Y_Patch7_Banana,C,0.0,False
Y_Patch7_Durian,C,0.0,False
Y_Patch7_Guava,C,0.0,False
Y_Patch7_Mango,C,0.0,False
Y_Patch7_Orange,C,0.0,False
Y_Patch7_Papaya,C,0.0,False
Y_Patch7_Watermelon,C,0.0,False
Y_Patch7_Chickpeas,C,0.0,False
Y_Patch7_Peanuts,C,0.0,False
Y_Patch7_Tempeh,C,0.0,False
Y_Patch7_Tofu,C,0.0,False
Y_Patch7_Corn,C,0.0,False
Y_Patch7_Potato,C,0.0,False
Y_Patch7_Cabbage,C,0.0,False
Y_Patch7_Cucumber,C,0.0,False
Y_Patch7_Eggplant,C,0.0,False
Y_Patch7_Long_bean,C,0.0,False
Y_Patch7_Pumpkin,C,0.0,False
Y_Patch7_Spinach,C,1.0,False
Y_Patch7_Tomatoes,C,0.0,False
Y_Patch8_Beef,C,0.0,False
Y_Patch8_Chicken,C,0.0,False
Y_Patch8_Egg,C,0.0,False
Y_Patch8_Lamb,C,0.0,False
Y_Patch8_Pork,C,0.0,False
Y_Patch8_Apple,C,0.0,False
Y_Patch8_Avocado,C,0.0,False
Y_Patch8_Banana,C,0.0,False
Y_Patch8_Durian,C,0.0,False
Y_Patch8_Guava,C,0.0,False
Y_Patch8_Mango,C,0.0,False
Y_Patch8_Orange,C,0.0,False
Y_Patch8_Papaya,C,0.0,False
Y_Patch8_Watermelon,C,0.0,False
Y_Patch8_Chickpeas,C,0.0,False
Y_Patch8_Peanuts,C,0.0,False
Y_Patch8_Tempeh,C,0.0,False
Y_Patch8_Tofu,C,0.0,False
Y_Patch8_Corn,C,0.0,False
Y_Patch8_Potato,C,0.0,False
Y_Patch8_Cabbage,C,0.0,False
Y_Patch8_Cucumber,C,0.0,False
Y_Patch8_Eggplant,C,0.0,False
Y_Patch8_Long_bean,C,0.0,False
Y_Patch8_Pumpkin,C,0.0,False
Y_Patch8_Spinach,C,1.0,False
Y_Patch8_Tomatoes,C,0.0,False
Y_Patch9_Beef,C,0.0,False
Y_Patch9_Chicken,C,0.0,False
Y_Patch9_Egg,C,0.0,False
Y_Patch9_Lamb,C,0.0,False
Y_Patch9_Pork,C,0.0,False
Y_Patch9_Apple,C,0.0,False
Y_Patch9_Avocado,C,0.0,False
Y_Patch9_Banana,C,0.0,False
Y_Patch9_Durian,C,0.0,False
Y_Patch9_Guava,C,0.0,False
Y_Patch9_Mango,C,0.0,False
Y_Patch9_Orange,C,0.0,False
Y_Patch9_Papaya,C,0.0,False
Y_Patch9_Watermelon,C,0.0,False
Y_Patch9_Chickpeas,C,0.0,False
Y_Patch9_Peanuts,C,0.0,False
Y_Patch9_Tempeh,C,0.0,False
Y_Patch9_Tofu,C,0.0,False
Y_Patch9_Corn,C,0.0,False
Y_Patch9_Potato,C,0.0,False
Y_Patch9_Cabbage,C,0.0,False
Y_Patch9_Cucumber,C,0.0,False
Y_Patch9_Eggplant,C,0.0,False
Y_Patch9_Long_bean,C,0.0,False
Y_Patch9_Pumpkin,C,0.0,False
Y_Patch9_Spinach,C,1.0,False
Y_Patch9_Tomatoes,C,0.0,False
Y_Patch10_Beef,C,0.0,False
Y_Patch10_Chicken,C,0.0,False
Y_Patch10_Egg,C,0.0,False
Y_Patch10_Lamb,C,0.0,False
Y_Patch10_Pork,C,0.0,False
Y_Patch10_Apple,C,0.0,False
Y_Patch10_Avocado,C,0.0,False
Y_Patch10_Banana,C,0.0,False
Y_Patch10_Durian,C,0.0,False
Y_Patch10_Guava,C,0.0,False
Y_Patch10_Mango,C,0.0,False
Y_Patch10_Orange,C,0.0,False
Y_Patch10_Papaya,C,0.0,False
Y_Patch10_Watermelon,C,0.0,False
Y_Patch10_Chickpeas,C,0.0,False
Y_Patch10_Peanuts,C,0.0,False
Y_Patch10_Tempeh,C,0.0,False
Y_Patch10_Tofu,C,0.0,False
Y_Patch10_Corn,C,0.0,False
Y_Patch10_Potato,C,0.0,False
Y_Patch10_Cabbage,C,0.0,False
Y_Patch10_Cucumber,C,0.0,False
Y_Patch10_Eggplant,C,0.0,False
Y_Patch10_Long_bean,C,0.0,False
Y_Patch10_Pumpkin,C,0.0,False
Y_Patch10_Spinach,C,1.0,False
Y_Patch10_Tomatoes,C,0.0,False
Y_Patch11_Beef,C,0.0,False
Y_Patch11_Chicken,C,0.0,False
Y_Patch11_Egg,C,0.0,False
Y_Patch11_Lamb,C,0.0,False
Y_Patch11_Pork,C,0.0,False
Y_Patch11_Apple,C,0.0,False
Y_Patch11_Avocado,C,0.0,False
Y_Patch11_Banana,C,0.0,False
Y_Patch11_Durian,C,0.0,False
Y_Patch11_Guava,C,0.0,False
Y_Patch11_Mango,C,0.0,False
Y_Patch11_Orange,C,0.0,False
Y_Patch11_Papaya,C,0.0,False
Y_Patch11_Watermelon,C,0.0,False
Y_Patch11_Chickpeas,C,0.0,False
Y_Patch11_Peanuts,C,0.0,False
Y_Patch11_Tempeh,C,0.0,False
Y_Patch11_Tofu,C,0.0,False
Y_Patch11_Corn,C,0.0,False
Y_Patch11_Potato,C,0.0,False
Y_Patch11_Cabbage,C,0.0,False
Y_Patch11_Cucumber,C,0.0,False
Y_Patch11_Eggplant,C,0.0,False
Y_Patch11_Long_bean,C,0.0,False
Y_Patch11_Pumpkin,C,0.0,False
Y_Patch11_Spinach,C,1.0,False
Y_Patch11_Tomatoes,C,0.0,False
Y_Patch12_Beef,C,0.0,False
Y_Patch12_Chicken,C,0.0,False
Y_Patch12_Egg,C,0.0,False
Y_Patch12_Lamb,C,0.0,False
Y_Patch12_Pork,C,0.0,False
Y_Patch12_Apple,C,0.0,False
Y_Patch12_Avocado,C,0.0,False
Y_Patch12_Banana,C,0.0,False
Y_Patch12_Durian,C,0.0,False
Y_Patch12_Guava,C,0.0,False
Y_Patch12_Mango,C,0.0,False
Y_Patch12_Orange,C,0.0,False
Y_Patch12_Papaya,C,0.0,False
Y_Patch12_Watermelon,C,0.0,False
Y_Patch12_Chickpeas,C,0.0,False
Y_Patch12_Peanuts,C,0.0,False
Y_Patch12_Tempeh,C,0.0,False
Y_Patch12_Tofu,C,0.0,False
Y_Patch12_Corn,C,0.0,False
Y_Patch12_Potato,C,0.0,False
Y_Patch12_Cabbage,C,0.0,False
Y_Patch12_Cucumber,C,0.0,False
Y_Patch12_Eggplant,C,0.0,False
Y_Patch12_Long_bean,C,0.0,False
Y_Patch12_Pumpkin,C,0.0,False
Y_Patch12_Spinach,C,1.0,False
Y_Patch12_Tomatoes,C,0.0,False
Y_Patch13_Beef,C,0.0,False
Y_Patch13_Chicken,C,0.0,False
Y_Patch13_Egg,C,0.0,False
Y_Patch13_Lamb,C,0.0,False
Y_Patch13_Pork,C,0.0,False
Y_Patch13_Apple,C,0.0,False
Y_Patch13_Avocado,C,0.0,False
Y_Patch13_Banana,C,0.0,False
Y_Patch13_Durian,C,0.0,False
Y_Patch13_Guava,C,0.0,False
Y_Patch13_Mango,C,0.0,False
Y_Patch13_Orange,C,0.0,False
Y_Patch13_Papaya,C,0.0,False
Y_Patch13_Watermelon,C,0.0,False
Y_Patch13_Chickpeas,C,0.0,False
Y_Patch13_Peanuts,C,0.0,False
Y_Patch13_Tempeh,C,0.0,False
Y_Patch13_Tofu,C,0.0,False
Y_Patch13_Corn,C,0.0,False
Y_Patch13_Potato,C,0.0,False
Y_Patch13_Cabbage,C,0.0,False
Y_Patch13_Cucumber,C,0.0,False
Y_Patch13_Eggplant,C,0.0,False
Y_Patch13_Long_bean,C,0.0,False
Y_Patch13_Pumpkin,C,0.0,False
Y_Patch13_Spinach,C,1.0,False
Y_Patch13_Tomatoes,C,0.0,False
Y_Patch14_Beef,C,0.0,False
Y_Patch14_Chicken,C,0.0,False
Y_Patch14_Egg,C,0.0,False
Y_Patch14_Lamb,C,0.0,False
Y_Patch14_Pork,C,0.0,False
Y_Patch14_Apple,C,0.0,False
Y_Patch14_Avocado,C,0.0,False
Y_Patch14_Banana,C,0.0,False
Y_Patch14_Durian,C,0.0,False
Y_Patch14_Guava,C,0.0,False
Y_Patch14_Mango,C,0.0,False
Y_Patch14_Orange,C,0.0,False
Y_Patch14_Papaya,C,0.0,False
Y_Patch14_Watermelon,C,0.0,False
Y_Patch14_Chickpeas,C,0.0,False
Y_Patch14_Peanuts,C,0.0,False
Y_Patch14_Tempeh,C,0.0,False
Y_Patch14_Tofu,C,0.0,False
Y_Patch14_Corn,C,0.0,False
Y_Patch14_Potato,C,0.0,False
Y_Patch14_Cabbage,C,0.0,False
Y_Patch14_Cucumber,C,0.0,False
Y_Patch14_Eggplant,C,0.0,False
Y_Patch14_Long_bean,C,0.0,False
Y_Patch14_Pumpkin,C,0.0,False
Y_Patch14_Spinach,C,1.0,False
Y_Patch14_Tomatoes,C,0.0,False
Y_Patch15_Beef,C,0.0,False
Y_Patch15_Chicken,C,0.0,False
Y_Patch15_Egg,C,0.0,False
Y_Patch15_Lamb,C,0.0,False
Y_Patch15_Pork,C,0.0,False
Y_Patch15_Apple,C,0.0,False
Y_Patch15_Avocado,C,0.0,False
Y_Patch15_Banana,C,0.0,False
Y_Patch15_Durian,C,0.0,False
Y_Patch15_Guava,C,0.0,False
Y_Patch15_Mango,C,0.0,False
Y_Patch15_Orange,C,0.0,False
Y_Patch15_Papaya,C,0.0,False
Y_Patch15_Watermelon,C,0.0,False
Y_Patch15_Chickpeas,C,0.0,False
Y_Patch15_Peanuts,C,0.0,False
Y_Patch15_Tempeh,C,0.0,False
Y_Patch15_Tofu,C,0.0,False
Y_Patch15_Corn,C,0.0,False
Y_Patch15_Potato,C,0.0,False
Y_Patch15_Cabbage,C,0.0,False
Y_Patch15_Cucumber,C,0.0,False
Y_Patch15_Eggplant,C,0.0,False
Y_Patch15_Long_bean,C,0.0,False
Y_Patch15_Pumpkin,C,0.0,False
Y_Patch15_Spinach,C,1.0,False
Y_Patch15_Tomatoes,C,0.0,False
Y_Patch16_Beef,C,0.0,False
Y_Patch16_Chicken,C,0.0,False
Y_Patch16_Egg,C,0.0,False
Y_Patch16_Lamb,C,0.0,False
Y_Patch16_Pork,C,0.0,False
Y_Patch16_Apple,C,0.0,False
Y_Patch16_Avocado,C,0.0,False
Y_Patch16_Banana,C,0.0,False
Y_Patch16_Durian,C,0.0,False
Y_Patch16_Guava,C,0.0,False
Y_Patch16_Mango,C,0.0,False
Y_Patch16_Orange,C,0.0,False
Y_Patch16_Papaya,C,0.0,False
Y_Patch16_Watermelon,C,0.0,False
Y_Patch16_Chickpeas,C,0.0,False
Y_Patch16_Peanuts,C,0.0,False
Y_Patch16_Tempeh,C,0.0,False
Y_Patch16_Tofu,C,0.0,False
Y_Patch16_Corn,C,0.0,False
Y_Patch16_Potato,C,0.0,False
Y_Patch16_Cabbage,C,0.0,False
Y_Patch16_Cucumber,C,0.0,False
Y_Patch16_Eggplant,C,0.0,False
Y_Patch16_Long_bean,C,0.0,False
Y_Patch16_Pumpkin,C,0.0,False
Y_Patch16_Spinach,C,1.0,False
Y_Patch16_Tomatoes,C,0.0,False
Y_Patch17_Beef,C,0.0,False
Y_Patch17_Chicken,C,0.0,False
Y_Patch17_Egg,C,0.0,False
Y_Patch17_Lamb,C,0.0,False
Y_Patch17_Pork,C,0.0,False
Y_Patch17_Apple,C,0.0,False
Y_Patch17_Avocado,C,0.0,False
Y_Patch17_Banana,C,0.0,False
Y_Patch17_Durian,C,0.0,False
Y_Patch17_Guava,C,0.0,False
Y_Patch17_Mango,C,0.0,False
Y_Patch17_Orange,C,0.0,False
Y_Patch17_Papaya,C,0.0,False
Y_Patch17_Watermelon,C,0.0,False
Y_Patch17_Chickpeas,C,0.0,False
Y_Patch17_Peanuts,C,0.0,False
Y_Patch17_Tempeh,C,0.0,False
Y_Patch17_Tofu,C,0.0,False
Y_Patch17_Corn,C,0.0,False
Y_Patch17_Potato,C,0.0,False
Y_Patch17_Cabbage,C,0.0,False
Y_Patch17_Cucumber,C,0.0,False
Y_Patch17_Eggplant,C,0.0,False
Y_Patch17_Long_bean,C,0.0,False
Y_Patch17_Pumpkin,C,0.0,False
Y_Patch17_Spinach,C,1.0,False
Y_Patch17_Tomatoes,C,0.0,False
Y_Patch18_Beef,C,0.0,False
Y_Patch18_Chicken,C,0.0,False
Y_Patch18_Egg,C,0.0,False
Y_Patch18_Lamb,C,0.0,False
Y_Patch18_Pork,C,0.0,False
Y_Patch18_Apple,C,0.0,False
Y_Patch18_Avocado,C,0.0,False
Y_Patch18_Banana,C,0.0,False
Y_Patch18_Durian,C,0.0,False
Y_Patch18_Guava,C,0.0,False
Y_Patch18_Mango,C,0.0,False
Y_Patch18_Orange,C,0.0,False
Y_Patch18_Papaya,C,0.0,False
Y_Patch18_Watermelon,C,0.0,False
Y_Patch18_Chickpeas,C,0.0,False
Y_Patch18_Peanuts,C,0.0,False
Y_Patch18_Tempeh,C,0.0,False
Y_Patch18_Tofu,C,0.0,False
Y_Patch18_Corn,C,0.0,False
Y_Patch18_Potato,C,0.0,False
Y_Patch18_Cabbage,C,0.0,False
Y_Patch18_Cucumber,C,0.0,False
Y_Patch18_Eggplant,C,0.0,False
Y_Patch18_Long_bean,C,0.0,False
Y_Patch18_Pumpkin,C,0.0,False
Y_Patch18_Spinach,C,1.0,False
Y_Patch18_Tomatoes,C,0.0,False
Y_Patch19_Beef,C,0.0,False
Y_Patch19_Chicken,C,0.0,False
Y_Patch19_Egg,C,0.0,False
Y_Patch19_Lamb,C,0.0,False
Y_Patch19_Pork,C,0.0,False
Y_Patch19_Apple,C,0.0,False
Y_Patch19_Avocado,C,0.0,False
Y_Patch19_Banana,C,0.0,False
Y_Patch19_Durian,C,0.0,False
Y_Patch19_Guava,C,0.0,False
Y_Patch19_Mango,C,0.0,False
Y_Patch19_Orange,C,0.0,False
Y_Patch19_Papaya,C,0.0,False
Y_Patch19_Watermelon,C,0.0,False
Y_Patch19_Chickpeas,C,0.0,False
Y_Patch19_Peanuts,C,0.0,False
Y_Patch19_Tempeh,C,0.0,False
Y_Patch19_Tofu,C,0.0,False
Y_Patch19_Corn,C,0.0,False
Y_Patch19_Potato,C,0.0,False
Y_Patch19_Cabbage,C,0.0,False
Y_Patch19_Cucumber,C,0.0,False
Y_Patch19_Eggplant,C,0.0,False
Y_Patch19_Long_bean,C,0.0,False
Y_Patch19_Pumpkin,C,0.0,False
Y_Patch19_Spinach,C,1.0,False
Y_Patch19_Tomatoes,C,0.0,False
Y_Patch20_Beef,C,0.0,False
Y_Patch20_Chicken,C,0.0,False
Y_Patch20_Egg,C,0.0,False
Y_Patch20_Lamb,C,0.0,False
Y_Patch20_Pork,C,0.0,False
Y_Patch20_Apple,C,0.0,False
Y_Patch20_Avocado,C,0.0,False
Y_Patch20_Banana,C,0.0,False
Y_Patch20_Durian,C,0.0,False
Y_Patch20_Guava,C,0.0,False
Y_Patch20_Mango,C,0.0,False
Y_Patch20_Orange,C,0.0,False
Y_Patch20_Papaya,C,0.0,False
Y_Patch20_Watermelon,C,0.0,False
Y_Patch20_Chickpeas,C,0.0,False
Y_Patch20_Peanuts,C,0.0,False
Y_Patch20_Tempeh,C,0.0,False
Y_Patch20_Tofu,C,0.0,False
Y_Patch20_Corn,C,0.0,False
Y_Patch20_Potato,C,0.0,False
Y_Patch20_Cabbage,C,0.0,False
Y_Patch20_Cucumber,C,0.0,False
Y_Patch20_Eggplant,C,0.0,False
Y_Patch20_Long_bean,C,0.0,False
Y_Patch20_Pumpkin,C,0.0,False
Y_Patch20_Spinach,C,1.0,False
Y_Patch20_Tomatoes,C,0.0,False
Y_Patch21_Beef,C,0.0,False
Y_Patch21_Chicken,C,0.0,False
Y_Patch21_Egg,C,0.0,False
Y_Patch21_Lamb,C,0.0,False
Y_Patch21_Pork,C,0.0,False
Y_Patch21_Apple,C,0.0,False
Y_Patch21_Avocado,C,0.0,False
Y_Patch21_Banana,C,0.0,False
Y_Patch21_Durian,C,0.0,False
Y_Patch21_Guava,C,0.0,False
Y_Patch21_Mango,C,0.0,False
Y_Patch21_Orange,C,0.0,False
Y_Patch21_Papaya,C,0.0,False
Y_Patch21_Watermelon,C,0.0,False
Y_Patch21_Chickpeas,C,0.0,False
Y_Patch21_Peanuts,C,0.0,False
Y_Patch21_Tempeh,C,0.0,False
Y_Patch21_Tofu,C,0.0,False
Y_Patch21_Corn,C,0.0,False
Y_Patch21_Potato,C,0.0,False
Y_Patch21_Cabbage,C,0.0,False
Y_Patch21_Cucumber,C,0.0,False
Y_Patch21_Eggplant,C,0.0,False
Y_Patch21_Long_bean,C,0.0,False
Y_Patch21_Pumpkin,C,0.0,False
Y_Patch21_Spinach,C,1.0,False
Y_Patch21_Tomatoes,C,0.0,False
Y_Patch22_Beef,C,0.0,False
Y_Patch22_Chicken,C,0.0,False
Y_Patch22_Egg,C,0.0,False
Y_Patch22_Lamb,C,0.0,False
Y_Patch22_Pork,C,0.0,False
Y_Patch22_Apple,C,0.0,False
Y_Patch22_Avocado,C,0.0,False
Y_Patch22_Banana,C,0.0,False
Y_Patch22_Durian,C,0.0,False
Y_Patch22_Guava,C,0.0,False
Y_Patch22_Mango,C,0.0,False
Y_Patch22_Orange,C,0.0,False
Y_Patch22_Papaya,C,0.0,False
Y_Patch22_Watermelon,C,0.0,False
Y_Patch22_Chickpeas,C,0.0,False
Y_Patch22_Peanuts,C,0.0,False
Y_Patch22_Tempeh,C,0.0,False
Y_Patch22_Tofu,C,0.0,False
Y_Patch22_Corn,C,0.0,False
Y_Patch22_Potato,C,0.0,False
Y_Patch22_Cabbage,C,0.0,False
Y_Patch22_Cucumber,C,0.0,False
Y_Patch22_Eggplant,C,0.0,False
Y_Patch22_Long_bean,C,0.0,False
Y_Patch22_Pumpkin,C,0.0,False
Y_Patch22_Spinach,C,1.0,False
Y_Patch22_Tomatoes,C,0.0,False
Y_Patch23_Beef,C,0.0,False
Y_Patch23_Chicken,C,0.0,False
Y_Patch23_Egg,C,0.0,False
Y_Patch23_Lamb,C,0.0,False
Y_Patch23_Pork,C,0.0,False
Y_Patch23_Apple,C,0.0,False
Y_Patch23_Avocado,C,0.0,False
Y_Patch23_Banana,C,0.0,False
Y_Patch23_Durian,C,0.0,False
Y_Patch23_Guava,C,0.0,False
Y_Patch23_Mango,C,0.0,False
Y_Patch23_Orange,C,0.0,False
Y_Patch23_Papaya,C,0.0,False
Y_Patch23_Watermelon,C,0.0,False
Y_Patch23_Chickpeas,C,0.0,False
Y_Patch23_Peanuts,C,0.0,False
Y_Patch23_Tempeh,C,0.0,False
Y_Patch23_Tofu,C,0.0,False
Y_Patch23_Corn,C,0.0,False
Y_Patch23_Potato,C,0.0,False
Y_Patch23_Cabbage,C,0.0,False
Y_Patch23_Cucumber,C,0.0,False
Y_Patch23_Eggplant,C,0.0,False
Y_Patch23_Long_bean,C,0.0,False
Y_Patch23_Pumpkin,C,0.0,False
Y_Patch23_Spinach,C,1.0,False
Y_Patch23_Tomatoes,C,0.0,False
Y_Patch24_Beef,C,0.0,False
Y_Patch24_Chicken,C,0.0,False
Y_Patch24_Egg,C,0.0,False
Y_Patch24_Lamb,C,0.0,False
Y_Patch24_Pork,C,0.0,False
Y_Patch24_Apple,C,0.0,False
Y_Patch24_Avocado,C,0.0,False
Y_Patch24_Banana,C,0.0,False
Y_Patch24_Durian,C,0.0,False
Y_Patch24_Guava,C,0.0,False
Y_Patch24_Mango,C,0.0,False
Y_Patch24_Orange,C,0.0,False
Y_Patch24_Papaya,C,0.0,False
Y_Patch24_Watermelon,C,0.0,False
Y_Patch24_Chickpeas,C,0.0,False
Y_Patch24_Peanuts,C,0.0,False
Y_Patch24_Tempeh,C,0.0,False
Y_Patch24_Tofu,C,0.0,False
Y_Patch24_Corn,C,0.0,False
Y_Patch24_Potato,C,0.0,False
Y_Patch24_Cabbage,C,0.0,False
Y_Patch24_Cucumber,C,0.0,False
Y_Patch24_Eggplant,C,0.0,False
Y_Patch24_Long_bean,C,0.0,False
Y_Patch24_Pumpkin,C,0.0,False
Y_Patch24_Spinach,C,1.0,False
Y_Patch24_Tomatoes,C,0.0,False
Y_Patch25_Beef,C,0.0,False
Y_Patch25_Chicken,C,0.0,False
Y_Patch25_Egg,C,0.0,False
Y_Patch25_Lamb,C,0.0,False
Y_Patch25_Pork,C,0.0,False
Y_Patch25_Apple,C,0.0,False
Y_Patch25_Avocado,C,0.0,False
Y_Patch25_Banana,C,0.0,False
Y_Patch25_Durian,C,0.0,False
Y_Patch25_Guava,C,0.0,False
Y_Patch25_Mango,C,0.0,False
Y_Patch25_Orange,C,0.0,False
Y_Patch25_Papaya,C,0.0,False
Y_Patch25_Watermelon,C,0.0,False
Y_Patch25_Chickpeas,C,0.0,False
